Nombre,Numero,Posicion,Fecha_Nacimiento,Lugar_Nacimiento,Altura,Peso,Temporada,Equipo,Competicion,Iniciados,Bancas,Goles,Asistencias,Disparos,Al_Arco,Cometidas,Recibidas,Amarillas,Rojas
Gerson Chacón,Número: 18 ,Posición: Volante ,Fecha de nacimiento: 27/oct/1980 ,Lugar de nacimiento: Venezuela ,0.0,NoDisp,"
Estadísticas 2005/06 ",Deportivo Táchira,Lib,2,0,0,0,0,0,2,2,1,0
Gerson Chacón,Número: 18 ,Posición: Volante ,Fecha de nacimiento: 27/oct/1980 ,Lugar de nacimiento: Venezuela ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Lib,2,0,0,0,0,0,2,2,1,0
Miguel Mea Vitali,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 19/feb/1981 ,"Lugar de nacimiento: Caracas, Venezuela ",Altura: 1.79m ,Peso: 74 kg ,"
Estadísticas 2006/07 ",U.A. Maracaibo,Lib,5,0,0,0,0,0,5,3,1,0
Miguel Mea Vitali,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 19/feb/1981 ,"Lugar de nacimiento: Caracas, Venezuela ",Altura: 1.79m ,Peso: 74 kg ,"
Estadísticas 2004/05 ",Venezuela,Copa Am,2,0,0,0,0,2,6,3,1,1
Miguel Mea Vitali,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 19/feb/1981 ,"Lugar de nacimiento: Caracas, Venezuela ",Altura: 1.79m ,Peso: 74 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Copa Am,2,0,0,0,0,2,6,3,1,1
Jorge Samuel Caballero,Edad: 39 ,Fecha de nacimiento: 24/dic/1974 ,Altura: 1.84m ,Peso: 78 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Honduras,Gold,3,0,0,0,0,0,3,1,1,0
Jorge Samuel Caballero,Edad: 39 ,Fecha de nacimiento: 24/dic/1974 ,Altura: 1.84m ,Peso: 78 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Gold,3,0,0,0,0,0,3,1,1,0
Carlos Pavón,Edad: 41 ,Fecha de nacimiento: 9/oct/1973 ,Altura: 1.76m ,Peso: 70 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Cruz Azul,Prim - Clausura 2005,0,0,3,3,17,10,5,7,0,0
Carlos Pavón,Edad: 41 ,Fecha de nacimiento: 9/oct/1973 ,Altura: 1.76m ,Peso: 70 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Clausura 2005,0,0,3,3,17,10,5,7,0,0
Rony Morales,Número: 7 ,Posición: Defensa ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2008/09 ",Olímpia (H),Conc CL,4,0,0,0,0,0,0,1,0,0
Rony Morales,Número: 7 ,Posición: Defensa ,NoDisp,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Conc CL,4,0,0,0,0,0,0,1,0,0
Jaime Rosales,Posición: Volante ,Lugar de nacimiento: Honduras ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2008/09 ",Olímpia (H),Conc CL,2,1,0,0,0,0,1,1,0,0
Jaime Rosales,Posición: Volante ,Lugar de nacimiento: Honduras ,NoDisp,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Conc CL,2,1,0,0,0,0,1,1,0,0
Ninrrod Medina Torres,Edad: 38 ,Fecha de nacimiento: 26/ago/1976 ,Altura: 1.78m ,Peso: 79 kg ,0.0,NoDisp,"
Estadísticas 2005/06 ",Atlante,Prim - Clausura 2005,0,0,0,1,4,2,11,12,5,0
Ninrrod Medina Torres,Edad: 38 ,Fecha de nacimiento: 26/ago/1976 ,Altura: 1.78m ,Peso: 79 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Clausura 2005,0,0,0,1,4,2,11,12,5,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2007/08 ",Querétaro,Prim - Clausura 2007,3,2,0,0,0,0,4,3,0,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2006/07 ",Querétaro,Prim - Apertura 2006,12,0,0,1,5,1,18,17,3,2
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2006/07 ",Morelia,Prim - Clausura 2006,0,0,0,1,4,2,5,8,2,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2005/06 ",Necaxa,Prim - Apertura 2005,0,0,0,0,2,2,2,4,2,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2005/06 ",Necaxa,Prim - Clausura 2005,0,0,1,1,3,1,5,8,1,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2004/05 ",Necaxa,Prim - Apertura 2004,0,0,0,2,8,4,13,16,4,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2003/04 ",Santos,Prim - Apertura 2003,12,0,2,2,14,6,16,17,4,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2003/04 ",Santos,Prim - Clausura 2003,16,0,0,1,12,6,23,27,6,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2002/03 ",Santos,Prim - Apertura 2002,17,0,3,1,24,13,27,17,3,1
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2002/03 ",Santos,Prim - Clausura 2002,9,0,1,2,11,8,9,13,2,1
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,"
Estadísticas 2002/03 ",México,WC,3,0,0,1,2,0,3,6,0,0
Johan Rodríguez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 15/ago/1975 ,"Lugar de nacimiento: Monterrey, México ",Altura: 1.76m ,Peso: 63 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,3,0,0,1,2,0,3,6,0,0
Alberto García Aspe,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 11/may/1967 ,"Lugar de nacimiento: Ciudad de México, México ",Altura: 1.74m ,Peso: 72 kg ,"
Estadísticas 2002/03 ",Puebla,Prim - Clausura 2002,11,0,5,1,21,13,17,14,4,0
Alberto García Aspe,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 11/may/1967 ,"Lugar de nacimiento: Ciudad de México, México ",Altura: 1.74m ,Peso: 72 kg ,"
Estadísticas 2002/03 ",México,WC,0,0,0,0,0,0,1,1,1,0
Alberto García Aspe,Número: 8 ,Posición: Volante ,Fecha de nacimiento: 11/may/1967 ,"Lugar de nacimiento: Ciudad de México, México ",Altura: 1.74m ,Peso: 72 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,0,0,0,0,0,0,1,1,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2006/07 ",Santos,Prim - Apertura 2006,6,1,0,0,0,0,4,2,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2006/07 ",Veracruz,Prim - Clausura 2006,0,0,0,0,1,1,4,0,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",Veracruz,Prim - Apertura 2005,0,0,0,0,1,1,0,2,0,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",Veracruz,Prim - Clausura 2005,0,0,0,0,2,2,5,4,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2004/05 ",Veracruz,Prim - Apertura 2004,0,0,0,2,3,3,4,0,1,1
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2003/04 ",Santos,Prim - Apertura 2003,6,0,1,1,7,4,4,2,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2003/04 ",Santos,Prim - Clausura 2003,17,0,1,2,6,1,11,14,1,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2002/03 ",Santos,Prim - Apertura 2002,11,0,1,2,8,7,14,8,2,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,"
Estadísticas 2002/03 ",Santos,Prim - Clausura 2002,3,0,1,0,7,4,4,7,3,0
Joaquín Reyes,Número: 17 ,Posición: Volante ,Fecha de nacimiento: 20/feb/1978 ,"Lugar de nacimiento: Torreon, México ",Altura: 1.81m ,Peso: 75 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Clausura 2002,3,0,1,0,7,4,4,7,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2009/10 ",Monterrey,Prim - Clausura 2009,10,2,0,2,3,1,11,2,2,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2008/09 ",Monterrey,Prim - Apertura 2008,13,1,0,1,2,1,8,7,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2008/09 ",San Luis,Prim - Clausura 2008,21,1,1,0,9,7,8,5,5,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2007/08 ",San Luis,Prim - Apertura 2007,12,4,1,0,8,2,7,16,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2007/08 ",San Luis,Prim - Clausura 2007,12,6,0,0,7,3,6,10,6,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2006/07 ",San Luis,Prim - Apertura 2006,5,1,0,0,4,3,4,5,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2006/07 ",San Luis,Prim - Clausura 2006,0,0,0,0,18,10,10,20,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2005/06 ",San Luis,Prim - Apertura 2005,0,0,0,0,1,1,9,2,0,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2005/06 ",Pachuca,Prim - Clausura 2005,0,0,0,1,10,3,6,9,3,2
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2004/05 ",México,Copa Am,3,1,0,1,1,1,3,2,0,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2004/05 ",Pachuca,Prim - Apertura 2004,0,0,0,4,16,6,14,7,4,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2003/04 ",Pachuca,Prim - Apertura 2003,19,0,0,2,24,10,13,13,4,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2003/04 ",Toluca,Prim - Clausura 2003,19,0,3,0,21,13,12,16,1,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2002/03 ",Toluca,Prim - Apertura 2002,19,0,0,4,14,5,14,7,3,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,"
Estadísticas 2002/03 ",América,Prim - Clausura 2002,6,0,1,0,5,4,6,3,1,0
Octavio Valdéz Martínez,Número: 7 ,Posición: Volante ,Fecha de nacimiento: 7/dic/1973 ,"Lugar de nacimiento: Santiago Acutzilapan, México ",Altura: 1.75m ,Peso: 70 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Clausura 2002,6,0,1,0,5,4,6,3,1,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2008/09 ",Cruz Azul,Prim - Clausura 2008,1,1,0,0,0,0,0,0,0,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2007/08 ",Cruz Azul,Prim - Apertura 2007,7,1,0,0,2,2,9,6,1,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2007/08 ",Cruz Azul,Prim - Clausura 2007,6,0,0,0,2,2,3,2,1,1
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2006/07 ",Cruz Azul,Prim - Apertura 2006,10,4,0,0,2,0,5,4,0,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2006/07 ",Cruz Azul,Prim - Clausura 2006,0,0,0,0,5,3,9,17,1,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2005/06 ",Cruz Azul,Prim - Apertura 2005,0,0,1,2,7,5,11,4,2,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2005/06 ",Pachuca,Prim - Clausura 2005,0,0,0,1,11,5,10,9,2,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2004/05 ",Pachuca,Prim - Apertura 2004,0,0,0,4,16,8,12,15,2,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2003/04 ",Pachuca,Prim - Apertura 2003,19,0,1,0,20,12,6,19,1,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2003/04 ",Pachuca,Prim - Clausura 2003,15,0,1,0,7,6,8,16,1,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2002/03 ",Pachuca,Prim - Apertura 2002,16,0,1,0,10,6,21,24,4,1
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2002/03 ",Pachuca,Prim - Clausura 2002,14,0,2,4,13,7,13,21,5,0
Alberto Rodríguez,Posición: Defensa ,Edad: 40 ,"Lugar de nacimiento: Mexico City, México ",Altura: 1.68m ,Peso: 65 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Clausura 2002,14,0,2,4,13,7,13,21,5,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2011/12 ",U.A. de G.,Prim - Clausura 2011,8,6,0,1,7,2,3,5,3,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2010/11 ",U.A. de G.,Prim - Apertura 2010,11,3,1,0,10,6,2,6,2,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2009/10 ",Guadalajara,Prim - Apertura 2009,10,4,1,4,12,7,4,12,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2009/10 ",Guadalajara,Prim - Clausura 2009,16,0,3,2,17,12,2,11,0,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2008/09 ",Guadalajara,Prim - Apertura 2008,15,0,2,5,17,8,8,13,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2008/09 ",Guadalajara,Prim - Clausura 2008,16,1,2,4,15,10,3,12,2,1
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2008/09 ",Guadalajara,Sud,9,0,0,0,11,4,2,5,0,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2008/09 ",Guadalajara,Lib,3,1,1,0,5,2,1,2,0,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2007/08 ",Guadalajara,Lib,6,0,0,0,6,5,1,5,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2007/08 ",Guadalajara,Prim - Apertura 2007,21,0,4,3,28,19,16,25,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2007/08 ",Guadalajara,Prim - Clausura 2007,19,1,4,5,22,12,18,27,3,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2006/07 ",Guadalajara,Prim - Apertura 2006,24,0,4,8,32,10,16,28,3,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2006/07 ",Guadalajara,Prim - Clausura 2006,0,0,2,2,26,13,7,13,3,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2005/06 ",Guadalajara,Lib,9,0,0,0,0,0,6,12,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2005/06 ",México,Conf,4,0,0,0,0,0,2,5,0,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2005/06 ",Guadalajara,Prim - Apertura 2005,0,0,0,2,33,11,15,18,1,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2005/06 ",Guadalajara,Prim - Clausura 2005,0,0,4,5,24,16,15,22,4,0
Ramón Morales,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 10/ene/1975 ,"Lugar de nacimiento: La Piedad, México ",Altura: 1.68m ,Peso: 61 kg ,"
Estadísticas 2004/05 ",México,Copa Am,2,0,0,2,0,0,2,0,0,0
